DATE,EASTERN GAME TIME,LOCAL GAME TIME,REST DAYS,ROAD TEAM,HOME TEAM,REST DAYS,ARENA
3/23,8:00 PM,7:00 PM,3IN4-B2B,Denver Nuggets,Chicago Bulls,3IN4,United Center
3/23,8:00 PM,7:00 PM,3IN4-B2B,Detroit Pistons,Milwaukee Bucks,1,Fiserv Forum
3/23,8:30 PM,7:30 PM,1,Houston Rockets,Dallas Mavericks,1,American Airlines Center
3/24,7:00 PM,7:00 PM,1,Portland Trail Blazers,Charlotte Hornets,2,Spectrum Center
3/24,7:00 PM,7:00 PM,3IN4,Sacramento Kings,Cleveland Cavaliers,2,Rocket Mortgage FieldHouse
3/24,7:30 PM,7:30 PM,3IN4,Los Angeles Lakers,Toronto Raptors,1,Scotiabank Arena
3/24,8:00 PM,7:00 PM,2,Memphis Grizzlies,New Orleans Pelicans,3IN4,Smoothie King Center
3/24,8:00 PM,7:00 PM,2,Philadelphia 76ers,Minnesota Timberwolves,1,Target Center
3/24,10:00 PM,8:00 PM,1,San Antonio Spurs,Utah Jazz,1,Vivint Smart Home Arena
3/25,7:00 PM,7:00 PM,1,Los Angeles Clippers,Brooklyn Nets,1,Barclays Center
3/25,7:00 PM,7:00 PM,3IN4-B2B,Portland Trail Blazers,Detroit Pistons,3IN4,Little Caesars Arena
3/25,7:00 PM,7:00 PM,1,Indiana Pacers,Orlando Magic,1,Amway Center
3/25,7:00 PM,7:00 PM,1,Phoenix Suns,Washington Wizards,1,Capital One Arena
3/25,7:30 PM,7:30 PM,3IN4,Denver Nuggets,Miami Heat,1,American Airlines Arena
3/25,7:30 PM,7:30 PM,3IN4-B2B,Toronto Raptors,New York Knicks,1,Madison Square Garden
3/25,8:00 PM,7:00 PM,1,Boston Celtics,Memphis Grizzlies,B2B,FedExForum
3/25,9:30 PM,8:30 PM,1,Houston Rockets,Milwaukee Bucks,1,Fiserv Forum
3/25,10:30 PM,7:30 PM,3+,Atlanta Hawks,Golden State Warriors,3+,Chase Center
3/26,7:00 PM,7:00 PM,1,Los Angeles Lakers,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
3/26,8:00 PM,7:00 PM,1,Charlotte Hornets,Oklahoma City Thunder,2,Chesapeake Energy Arena
3/26,8:00 PM,7:00 PM,1,Philadelphia 76ers,Chicago Bulls,2,United Center
3/26,8:00 PM,7:00 PM,1,San Antonio Spurs,Minnesota Timberwolves,1,Target Center
3/26,8:30 PM,7:30 PM,1,Utah Jazz,Dallas Mavericks,2,American Airlines Center
3/26,10:00 PM,7:00 PM,B2B,Atlanta Hawks,Sacramento Kings,1,Golden 1 Center
3/27,7:00 PM,7:00 PM,1,Brooklyn Nets,Orlando Magic,1,Amway Center
3/27,7:00 PM,7:00 PM,1,Los Angeles Clippers,Detroit Pistons,1,Little Caesars Arena
3/27,7:00 PM,7:00 PM,1,Houston Rockets,Indiana Pacers,1,Bankers Life Fieldhouse
3/27,7:00 PM,7:00 PM,1,Phoenix Suns,Philadelphia 76ers,3IN4-B2B,Wells Fargo Center
3/27,7:30 PM,7:30 PM,3IN4,Portland Trail Blazers,Boston Celtics,1,TD Garden
3/27,8:00 PM,7:00 PM,1,New York Knicks,New Orleans Pelicans,2,Smoothie King Center
3/27,8:30 PM,7:30 PM,1,Washington Wizards,Milwaukee Bucks,1,Fiserv Forum
3/27,9:00 PM,7:00 PM,3IN4-B2B,San Antonio Spurs,Denver Nuggets,1,Pepsi Center
3/28,6:00 PM,6:00 PM,1,Cleveland Cavaliers,Brooklyn Nets,3IN4-B2B,Barclays Center
3/28,7:00 PM,7:00 PM,3IN4-B2B,Los Angeles Clippers,Charlotte Hornets,1,Spectrum Center
3/28,8:00 PM,7:00 PM,3IN4-B2B,New York Knicks,Chicago Bulls,1,United Center
3/28,8:00 PM,8:00 PM,1,Los Angeles Lakers,Washington Wizards,3IN4-B2B,Capital One Arena
3/28,8:00 PM,7:00 PM,2,Toronto Raptors,Memphis Grizzlies,2,FedExForum
3/28,8:00 PM,8:00 PM,3IN4-B2B,Phoenix Suns,Miami Heat,2,American Airlines Arena
3/28,8:30 PM,5:30 PM,1,Oklahoma City Thunder,Golden State Warriors,2,Chase Center
3/28,9:00 PM,7:00 PM,3IN4,Atlanta Hawks,Utah Jazz,1,Vivint Smart Home Arena
3/29,3:00 PM,2:00 PM,1,Milwaukee Bucks,Dallas Mavericks,2,American Airlines Center
3/29,5:00 PM,5:00 PM,1,Houston Rockets,Detroit Pistons,1,Little Caesars Arena
3/29,6:00 PM,6:00 PM,2,Minnesota Timberwolves,Boston Celtics,1,TD Garden
3/29,6:00 PM,6:00 PM,1,New Orleans Pelicans,Orlando Magic,1,Amway Center
3/29,7:30 PM,7:30 PM,1,Portland Trail Blazers,Philadelphia 76ers,3IN4,Wells Fargo Center
3/29,8:30 PM,5:30 PM,3IN4,San Antonio Spurs,Golden State Warriors,B2B,Chase Center
3/29,9:00 PM,6:00 PM,1,Indiana Pacers,Sacramento Kings,2,Golden 1 Center
3/30,7:00 PM,7:00 PM,1,Miami Heat,Charlotte Hornets,1,Spectrum Center
3/30,7:00 PM,7:00 PM,3IN4,Phoenix Suns,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
3/30,7:30 PM,7:30 PM,3IN4-B2B,Portland Trail Blazers,Brooklyn Nets,3IN4,Barclays Center
3/30,7:30 PM,7:30 PM,1,Memphis Grizzlies,Toronto Raptors,1,Scotiabank Arena
3/30,8:00 PM,7:00 PM,1,Los Angeles Lakers,Minnesota Timberwolves,B2B,Target Center
3/30,9:00 PM,7:00 PM,1,Chicago Bulls,Utah Jazz,1,Vivint Smart Home Arena
3/30,9:00 PM,7:00 PM,1,Oklahoma City Thunder,Denver Nuggets,2,Pepsi Center
3/30,10:30 PM,7:30 PM,3IN4-B2B,Indiana Pacers,Los Angeles Clippers,3IN4,Staples Center
3/31,7:30 PM,7:30 PM,1,New Orleans Pelicans,Atlanta Hawks,2,State Farm Arena
3/31,7:30 PM,7:30 PM,1,Houston Rockets,Philadelphia 76ers,1,Wells Fargo Center
3/31,10:00 PM,7:00 PM,B2B,Denver Nuggets,Golden State Warriors,3IN4,Chase Center
3/31,10:00 PM,7:00 PM,1,San Antonio Spurs,Sacramento Kings,1,Golden 1 Center
4/1,7:00 PM,7:00 PM,1,Charlotte Hornets,Orlando Magic,2,Amway Center
4/1,7:00 PM,7:00 PM,3IN4-B2B,New Orleans Pelicans,Washington Wizards,3+,Capital One Arena
4/1,7:30 PM,7:30 PM,1,Miami Heat,Boston Celtics,2,TD Garden
4/1,7:30 PM,7:30 PM,2,Detroit Pistons,Brooklyn Nets,1,Barclays Center
4/1,8:00 PM,7:00 PM,2,Dallas Mavericks,Minnesota Timberwolves,3IN4,Target Center
4/1,8:00 PM,7:00 PM,3+,New York Knicks,Memphis Grizzlies,1,FedExForum
4/1,8:00 PM,7:00 PM,1,Phoenix Suns,Oklahoma City Thunder,1,Chesapeake Energy Arena
4/1,9:00 PM,7:00 PM,1,Cleveland Cavaliers,Utah Jazz,1,Vivint Smart Home Arena
4/1,9:00 PM,8:00 PM,1,Toronto Raptors,Milwaukee Bucks,2,Fiserv Forum
4/1,10:30 PM,7:30 PM,3IN4,Indiana Pacers,Los Angeles Lakers,1,Staples Center
4/2,8:00 PM,7:00 PM,1,Golden State Warriors,Houston Rockets,1,Toyota Center
4/2,10:00 PM,7:00 PM,2,Los Angeles Clippers,Sacramento Kings,1,Golden 1 Center
4/2,10:30 PM,7:30 PM,3IN4-B2B,Utah Jazz,Portland Trail Blazers,2,Moda Center
4/3,7:00 PM,7:00 PM,1,Brooklyn Nets,Indiana Pacers,1,Bankers Life Fieldhouse
4/3,7:00 PM,7:00 PM,1,Miami Heat,Detroit Pistons,1,Little Caesars Arena
4/3,7:00 PM,7:00 PM,2,Philadelphia 76ers,Washington Wizards,1,Capital One Arena
4/3,7:30 PM,7:30 PM,1,Charlotte Hornets,Atlanta Hawks,2,State Farm Arena
4/3,7:30 PM,7:30 PM,1,Orlando Magic,Boston Celtics,1,TD Garden
4/3,7:30 PM,7:30 PM,1,Milwaukee Bucks,Toronto Raptors,1,Scotiabank Arena
4/3,7:30 PM,7:30 PM,1,Minnesota Timberwolves,New York Knicks,1,Madison Square Garden
4/3,8:00 PM,7:00 PM,1,Dallas Mavericks,Memphis Grizzlies,1,FedExForum
4/3,8:30 PM,7:30 PM,3IN4-B2B,Golden State Warriors,San Antonio Spurs,2,AT&T Center
4/3,9:00 PM,7:00 PM,3+,Chicago Bulls,Denver Nuggets,2,Pepsi Center
4/3,10:00 PM,7:00 PM,1,Cleveland Cavaliers,Phoenix Suns,1,Talking Stick Resort Arena
4/4,3:30 PM,12:30 PM,2,Oklahoma City Thunder,Los Angeles Clippers,1,Staples Center
4/4,10:00 PM,7:00 PM,2,Los Angeles Lakers,Sacramento Kings,1,Golden 1 Center
4/5,1:00 PM,1:00 PM,1,Atlanta Hawks,Charlotte Hornets,1,Spectrum Center
4/5,1:00 PM,1:00 PM,1,Orlando Magic,Philadelphia 76ers,1,Wells Fargo Center
4/5,3:30 PM,3:30 PM,1,Milwaukee Bucks,Boston Celtics,1,TD Garden
4/5,5:00 PM,5:00 PM,1,Washington Wizards,Indiana Pacers,1,Bankers Life Fieldhouse
4/5,5:00 PM,5:00 PM,1,Miami Heat,New York Knicks,1,Madison Square Garden
4/5,6:00 PM,6:00 PM,1,Dallas Mavericks,Brooklyn Nets,1,Barclays Center
4/5,6:00 PM,3:00 PM,1,Chicago Bulls,Phoenix Suns,1,Talking Stick Resort Arena
4/5,6:00 PM,4:00 PM,2,Utah Jazz,Denver Nuggets,1,Pepsi Center
4/5,7:00 PM,6:00 PM,1,Detroit Pistons,Minnesota Timberwolves,1,Target Center
4/5,7:00 PM,6:00 PM,1,Toronto Raptors,Houston Rockets,2,Toyota Center
4/5,7:00 PM,6:00 PM,3+,New Orleans Pelicans,San Antonio Spurs,1,AT&T Center
4/5,9:00 PM,6:00 PM,1,Cleveland Cavaliers,Sacramento Kings,3IN4-B2B,Golden 1 Center
4/5,9:00 PM,6:00 PM,1,Memphis Grizzlies,Portland Trail Blazers,2,Moda Center
4/5,9:30 PM,6:30 PM,B2B,Oklahoma City Thunder,Los Angeles Lakers,B2B,Staples Center
4/7,7:00 PM,7:00 PM,1,Toronto Raptors,Washington Wizards,1,Capital One Arena
4/7,7:30 PM,7:30 PM,1,Detroit Pistons,Atlanta Hawks,1,State Farm Arena
4/7,7:30 PM,7:30 PM,1,Indiana Pacers,Miami Heat,1,American Airlines Arena
4/7,7:30 PM,7:30 PM,1,Milwaukee Bucks,Philadelphia 76ers,1,Wells Fargo Center
4/7,8:00 PM,7:00 PM,1,Brooklyn Nets,Oklahoma City Thunder,3IN4,Chesapeake Energy Arena
4/7,8:00 PM,7:00 PM,1,Charlotte Hornets,New Orleans Pelicans,1,Smoothie King Center
4/7,8:00 PM,7:00 PM,1,Phoenix Suns,Minnesota Timberwolves,1,Target Center
4/7,8:30 PM,7:30 PM,1,Houston Rockets,Dallas Mavericks,1,American Airlines Center
4/7,8:30 PM,7:30 PM,3IN4,Sacramento Kings,San Antonio Spurs,1,AT&T Center
4/7,9:00 PM,7:00 PM,1,Memphis Grizzlies,Denver Nuggets,1,Pepsi Center
4/7,10:00 PM,7:00 PM,1,Cleveland Cavaliers,Portland Trail Blazers,1,Moda Center
4/7,10:00 PM,8:00 PM,2,Los Angeles Clippers,Utah Jazz,1,Vivint Smart Home Arena
4/7,10:30 PM,7:30 PM,1,Chicago Bulls,Los Angeles Lakers,3IN4,Staples Center
4/8,7:00 PM,7:00 PM,3IN4-B2B,Indiana Pacers,Boston Celtics,2,TD Garden
4/8,7:00 PM,7:00 PM,3IN4-B2B,Toronto Raptors,Charlotte Hornets,3IN4-B2B,Spectrum Center
4/8,7:30 PM,7:30 PM,2,Orlando Magic,New York Knicks,2,Madison Square Garden
4/8,9:30 PM,8:30 PM,3IN4-B2B,San Antonio Spurs,Houston Rockets,3IN4-B2B,Toyota Center
4/8,10:30 PM,7:30 PM,3IN4-B2B,Chicago Bulls,Los Angeles Clippers,B2B,Staples Center
4/8,10:30 PM,7:30 PM,3IN4-B2B,Cleveland Cavaliers,Golden State Warriors,3+,Chase Center
4/9,7:30 PM,7:30 PM,1,Detroit Pistons,Miami Heat,1,American Airlines Arena
4/9,8:00 PM,7:00 PM,1,Brooklyn Nets,Milwaukee Bucks,1,Fiserv Forum
4/9,8:00 PM,7:00 PM,1,Sacramento Kings,Minnesota Timberwolves,1,Target Center
4/9,8:00 PM,7:00 PM,1,Phoenix Suns,New Orleans Pelicans,1,Smoothie King Center
4/9,10:00 PM,7:00 PM,1,Denver Nuggets,Portland Trail Blazers,1,Moda Center
4/9,10:30 PM,7:30 PM,B2B,Golden State Warriors,Los Angeles Lakers,1,Staples Center
4/10,7:00 PM,7:00 PM,1,Boston Celtics,Orlando Magic,1,Amway Center
4/10,7:30 PM,7:30 PM,2,Atlanta Hawks,Toronto Raptors,3IN4,Scotiabank Arena
4/10,8:00 PM,7:00 PM,2,Washington Wizards,Houston Rockets,3IN4,Toyota Center
4/10,8:00 PM,7:00 PM,1,New York Knicks,Oklahoma City Thunder,2,Chesapeake Energy Arena
4/10,8:30 PM,7:30 PM,2,Philadelphia 76ers,San Antonio Spurs,3IN4,AT&T Center
4/11,3:00 PM,2:00 PM,1,Detroit Pistons,Dallas Mavericks,3+,American Airlines Center
4/11,7:00 PM,7:00 PM,B2B,Washington Wizards,Charlotte Hornets,2,Spectrum Center
4/11,7:00 PM,7:00 PM,3IN4-B2B,Orlando Magic,Indiana Pacers,2,Bankers Life Fieldhouse
4/11,7:00 PM,6:00 PM,B2B,Philadelphia 76ers,New Orleans Pelicans,1,Smoothie King Center
4/11,7:30 PM,7:30 PM,1,Milwaukee Bucks,Cleveland Cavaliers,2,Rocket Mortgage FieldHouse
4/11,8:00 PM,8:00 PM,3IN4-B2B,Boston Celtics,Miami Heat,1,American Airlines Arena
4/11,8:00 PM,7:00 PM,1,Brooklyn Nets,Chicago Bulls,2,United Center
4/11,8:00 PM,7:00 PM,B2B,Oklahoma City Thunder,Memphis Grizzlies,3+,FedExForum
4/11,8:30 PM,5:30 PM,3IN4,Golden State Warriors,Los Angeles Clippers,2,Staples Center
4/11,9:00 PM,7:00 PM,1,Sacramento Kings,Denver Nuggets,1,Pepsi Center
4/11,10:00 PM,7:00 PM,3+,Utah Jazz,Phoenix Suns,1,Talking Stick Resort Arena
4/12,3:30 PM,2:30 PM,1,Houston Rockets,San Antonio Spurs,1,AT&T Center
4/12,6:00 PM,6:00 PM,1,New York Knicks,Toronto Raptors,1,Scotiabank Arena
4/12,7:00 PM,6:00 PM,1,Atlanta Hawks,Milwaukee Bucks,3IN4-B2B,Fiserv Forum
4/12,9:30 PM,6:30 PM,2,Minnesota Timberwolves,Los Angeles Lakers,2,Staples Center
4/13,7:00 PM,7:00 PM,3IN4,Boston Celtics,Detroit Pistons,1,Little Caesars Arena
4/13,7:00 PM,7:00 PM,1,Brooklyn Nets,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
4/13,7:00 PM,7:00 PM,1,Miami Heat,Charlotte Hornets,1,Spectrum Center
4/13,7:00 PM,7:00 PM,3IN4-B2B,San Antonio Spurs,Indiana Pacers,1,Bankers Life Fieldhouse
4/13,8:00 PM,7:00 PM,3IN4,Orlando Magic,Chicago Bulls,1,United Center
4/13,8:00 PM,7:00 PM,1,Phoenix Suns,Houston Rockets,3IN4-B2B,Toyota Center
4/13,8:00 PM,7:00 PM,3IN4,Philadelphia 76ers,Memphis Grizzlies,1,FedExForum
4/13,8:00 PM,7:00 PM,3IN4,Washington Wizards,New Orleans Pelicans,1,Smoothie King Center
4/13,8:00 PM,7:00 PM,1,Utah Jazz,Oklahoma City Thunder,3IN4,Chesapeake Energy Arena
4/13,9:00 PM,7:00 PM,1,Dallas Mavericks,Denver Nuggets,1,Pepsi Center
4/13,10:30 PM,7:30 PM,3+,Portland Trail Blazers,Golden State Warriors,1,Chase Center
4/13,10:30 PM,7:30 PM,B2B,Minnesota Timberwolves,Los Angeles Clippers,1,Staples Center
4/14,7:30 PM,7:30 PM,3IN4-B2B,Detroit Pistons,New York Knicks,1,Madison Square Garden
4/14,7:30 PM,7:30 PM,1,Toronto Raptors,Miami Heat,3IN4-B2B,American Airlines Arena
4/14,10:00 PM,8:00 PM,3IN4-B2B,Denver Nuggets,Utah Jazz,3IN4-B2B,Vivint Smart Home Arena
4/14,10:30 PM,7:30 PM,2,Sacramento Kings,Los Angeles Lakers,1,Staples Center
4/15,7:30 PM,7:30 PM,1,Cleveland Cavaliers,Atlanta Hawks,2,State Farm Arena
4/15,7:30 PM,7:30 PM,1,Chicago Bulls,Boston Celtics,1,TD Garden
4/15,7:30 PM,7:30 PM,2,Milwaukee Bucks,Brooklyn Nets,1,Barclays Center
4/15,7:30 PM,7:30 PM,1,Charlotte Hornets,Philadelphia 76ers,1,Wells Fargo Center
4/15,7:30 PM,6:30 PM,1,Oklahoma City Thunder,Dallas Mavericks,1,American Airlines Center
4/15,7:30 PM,6:30 PM,1,Memphis Grizzlies,Houston Rockets,3IN4,Toyota Center
4/15,7:30 PM,7:30 PM,1,Indiana Pacers,Washington Wizards,1,Capital One Arena
4/15,7:30 PM,6:30 PM,3IN4-B2B,New York Knicks,Minnesota Timberwolves,3IN4,Target Center
4/15,7:30 PM,6:30 PM,1,New Orleans Pelicans,San Antonio Spurs,3IN4,AT&T Center
4/15,7:30 PM,7:30 PM,3IN4-B2B,Toronto Raptors,Orlando Magic,1,Amway Center
4/15,10:00 PM,7:00 PM,1,Golden State Warriors,Sacramento Kings,B2B,Golden 1 Center
4/15,10:00 PM,7:00 PM,1,Los Angeles Clippers,Portland Trail Blazers,1,Moda Center
4/15,10:00 PM,7:00 PM,3IN4-B2B,Los Angeles Lakers,Phoenix Suns,1,Talking Stick Resort Arena
